JM14,13026.1447,36061.7744
JM15,13172.2410,35894.5938
JM16,13399.3160,35488.4096
JM17,13617.7777,35278.1130
JM18,13110.6908,36127.6675
JM19,13477.0963,37120.2881
JM2,13715.4817,36231.4554
JM20,13269.4787,35285.1266
JM21,12848.9764,35472.8488
JM22,13451.5242,36321.3672
JM23,13584.6400,37295.9859
JM24,12947.1123,35275.2364
JM25,13232.9976,36272.1883
JM26,13511.8473,36412.4785
JM27,13673.3012,36493.4353
JM28,12683.1316,35279.6451
JM29,12551.4555,35465.1802
JM3,13838.2635,36303.7106
JM30,13595.4624,36957.2314
JM31,12891.4529,36020.4242
JM32,14062.3852,35973.1774
JM4,13598.5325,36287.4517
JM5,13512.8021,35739.3606
JM6,13359.4862,35709.3734
JM7,13497.6635,36071.1758
JM8,13330.2931,35944.9436
JM9,12808.9157,35648.0735
JRM,31175.7470,32165.4237
JRTM,25441.3095,30196.2680
JSA1,15969.0318,36726.9783
JS3L,13078.9223,36081.6418
JS4L,15568.9516,35541.8105
JS5L,12820.4550,35705.9310
J1,17402.9823,35401.3306
J10,17625.0718,36019.1003
J11,17607.7146,36118.9485
J12,17421.1122,36167.9690
J13,17271.9009,36187.6309
J14,17512.2512,36248.7864
J15,17772.4590,36243.0234
J16,17129.8093,36282.7747
J17,17110.9062,36422.9844
J18,17040.9824,36558.0742
J19,16942.1133,36672.5273
J2,17255.3159,35642.1729
J20,16777.3770,36482.1289
J21,16487.2598,36798.4180
J21A,16615.6323,36620.0095
J22,16523.8906,37047.8984
J23,16726.1406,36905.0234
J23M,16739.1947,36793.4383
J24,16619.8437,36430.0234
J25,16684.9102,36333.9766
J26,16568.1895,36340.3828
J27,15018.2256,36557.7852
J28,14999.1709,36634.0039
J29,15045.9395,36750.0547
J3,17112.1421,35740.2671
J30,14888.3145,36770.8398
J32,15441.7334,36438.2695
J33,15152.9335,36434.7257
J34,15398.4307,36577.7070
J35,15335.2070,36693.7578
J36,14883.2670,37142.1353
J37,14921.6961,37045.2742
J38,15231.4766,36804.4414
J39,15538.8643,36919.3594
J4,17826.3697,35522.9964
J40,15709.2368,36905.2238
J41,15615.0684,36712.7969
J42,15786.7041,36706.2305
J43,15975.2217,36672.4648
J44,15904.8789,36553.3516
J45,16144.0439,36789.7031
J46,15284.1084,36874.7695
J47,15168.6443,36930.4317
J48,15219.7479,37142.2128
J49,15272.0103,37284.0817
J49M,15352.8630,37320.2120
J5,17883.7508,35609.7189
J50,15669.4749,37311.8630
J51,15904.1348,37295.1406
J52,15900.1895,37060.7578
J53,16137.4785,36983.8477
J54,15890.8105,36893.8086
J55,15866.4258,36751.2500
J56,17537.9507,35231.3632
J57,17516.6670,35130.0187
J57L,17598.8143,35184.3604
J58,17576.3345,35155.1132
